instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,time_category
9964,2012-02-25,Spring,2012,2,4,0,6,0,Clear/Partly Cloudy,0.3,0.2727,0.42,0.3284,0,2,2,Non-Rush Hour
9965,2012-02-25,Spring,2012,2,5,0,6,0,Misty/Cloudy,0.3,0.2727,0.42,0.2985,0,3,3,Non-Rush Hour
9966,2012-02-25,Spring,2012,2,6,0,6,0,Misty/Cloudy,0.3,0.2727,0.42,0.2985,1,12,13,Morning Rush Hour
9967,2012-02-25,Spring,2012,2,7,0,6,0,Clear/Partly Cloudy,0.28,0.2424,0.45,0.4478,3,20,23,Morning Rush Hour
9968,2012-02-25,Spring,2012,2,8,0,6,0,Clear/Partly Cloudy,0.26,0.2273,0.48,0.2985,3,90,93,Morning Rush Hour
9969,2012-02-25,Spring,2012,2,9,0,6,0,Light Snow/Rain,0.22,0.197,0.75,0.3284,15,107,122,Morning Rush Hour
9970,2012-02-25,Spring,2012,2,10,0,6,0,Clear/Partly Cloudy,0.26,0.2273,0.6,0.3582,24,159,183,Non-Rush Hour
9971,2012-02-25,Spring,2012,2,11,0,6,0,Clear/Partly Cloudy,0.3,0.2576,0.39,0.6119,23,187,210,Non-Rush Hour
9972,2012-02-25,Spring,2012,2,12,0,6,0,Clear/Partly Cloudy,0.32,0.2727,0.29,0.6567,41,217,258,Non-Rush Hour
9973,2012-02-25,Spring,2012,2,13,0,6,0,Clear/Partly Cloudy,0.32,0.2879,0.31,0.4925,48,178,226,Non-Rush Hour
9974,2012-02-25,Spring,2012,2,14,0,6,0,Clear/Partly Cloudy,0.32,0.2727,0.29,0.5522,35,181,216,Non-Rush Hour
9975,2012-02-25,Spring,2012,2,15,0,6,0,Clear/Partly Cloudy,0.32,0.2879,0.29,0.4179,21,211,232,Non-Rush Hour
9976,2012-02-25,Spring,2012,2,16,0,6,0,Clear/Partly Cloudy,0.32,0.2727,0.26,0.5821,32,163,195,Evening Rush Hour
9977,2012-02-25,Spring,2012,2,17,0,6,0,Clear/Partly Cloudy,0.3,0.2727,0.33,0.3582,16,143,159,Evening Rush Hour
9978,2012-02-25,Spring,2012,2,18,0,6,0,Clear/Partly Cloudy,0.3,0.2576,0.28,0.5821,7,126,133,Evening Rush Hour
9979,2012-02-25,Spring,2012,2,19,0,6,0,Clear/Partly Cloudy,0.26,0.2121,0.33,0.4478,12,137,149,Evening Rush Hour
9980,2012-02-25,Spring,2012,2,20,0,6,0,Clear/Partly Cloudy,0.26,0.2121,0.3,0.5522,10,95,105,Non-Rush Hour
9981,2012-02-25,Spring,2012,2,21,0,6,0,Clear/Partly Cloudy,0.24,0.2121,0.35,0.3284,5,80,85,Non-Rush Hour
9982,2012-02-25,Spring,2012,2,22,0,6,0,Clear/Partly Cloudy,0.24,0.197,0.38,0.4627,4,78,82,Non-Rush Hour
9983,2012-02-25,Spring,2012,2,23,0,6,0,Clear/Partly Cloudy,0.24,0.197,0.41,0.4179,7,84,91,Non-Rush Hour
9984,2012-02-26,Spring,2012,2,0,0,0,0,Clear/Partly Cloudy,0.24,0.2121,0.41,0.3582,7,63,70,Non-Rush Hour
9985,2012-02-26,Spring,2012,2,1,0,0,0,Clear/Partly Cloudy,0.24,0.2121,0.44,0.3284,5,50,55,Non-Rush Hour
9986,2012-02-26,Spring,2012,2,2,0,0,0,Clear/Partly Cloudy,0.24,0.2121,0.44,0.3284,5,37,42,Non-Rush Hour
9987,2012-02-26,Spring,2012,2,3,0,0,0,Clear/Partly Cloudy,0.24,0.2273,0.41,0.194,0,21,21,Non-Rush Hour
9988,2012-02-26,Spring,2012,2,4,0,0,0,Clear/Partly Cloudy,0.24,0.2273,0.41,0.194,1,5,6,Non-Rush Hour
9989,2012-02-26,Spring,2012,2,5,0,0,0,Clear/Partly Cloudy,0.22,0.2121,0.44,0.2239,0,5,5,Non-Rush Hour
9990,2012-02-26,Spring,2012,2,6,0,0,0,Clear/Partly Cloudy,0.22,0.197,0.44,0.3284,0,2,2,Morning Rush Hour
9991,2012-02-26,Spring,2012,2,7,0,0,0,Clear/Partly Cloudy,0.2,0.1818,0.51,0.2985,2,20,22,Morning Rush Hour
9992,2012-02-26,Spring,2012,2,8,0,0,0,Clear/Partly Cloudy,0.2,0.197,0.51,0.2537,2,57,59,Morning Rush Hour
9993,2012-02-26,Spring,2012,2,9,0,0,0,Clear/Partly Cloudy,0.22,0.2121,0.47,0.2239,11,76,87,Morning Rush Hour
9994,2012-02-26,Spring,2012,2,10,0,0,0,Clear/Partly Cloudy,0.26,0.2576,0.41,0.1642,27,161,188,Non-Rush Hour
9995,2012-02-26,Spring,2012,2,11,0,0,0,Clear/Partly Cloudy,0.28,0.2576,0.41,0.2836,43,184,227,Non-Rush Hour
9996,2012-02-26,Spring,2012,2,12,0,0,0,Clear/Partly Cloudy,0.3,0.303,0.39,0.1343,49,256,305,Non-Rush Hour
9997,2012-02-26,Spring,2012,2,13,0,0,0,Clear/Partly Cloudy,0.32,0.3333,0.36,0.0,58,267,325,Non-Rush Hour
9998,2012-02-26,Spring,2012,2,14,0,0,0,Clear/Partly Cloudy,0.34,0.3485,0.31,0.0,68,263,331,Non-Rush Hour
9999,2012-02-26,Spring,2012,2,15,0,0,0,Clear/Partly Cloudy,0.36,0.3485,0.29,0.0,72,281,353,Non-Rush Hour
10000,2012-02-26,Spring,2012,2,16,0,0,0,Clear/Partly Cloudy,0.36,0.3333,0.32,0.2537,64,275,339,Evening Rush Hour
10001,2012-02-26,Spring,2012,2,17,0,0,0,Clear/Partly Cloudy,0.36,0.3485,0.32,0.2239,46,241,287,Evening Rush Hour
10002,2012-02-26,Spring,2012,2,18,0,0,0,Clear/Partly Cloudy,0.34,0.3182,0.36,0.2836,17,199,216,Evening Rush Hour
10003,2012-02-26,Spring,2012,2,19,0,0,0,Clear/Partly Cloudy,0.34,0.3333,0.34,0.1642,13,130,143,Evening Rush Hour
10004,2012-02-26,Spring,2012,2,20,0,0,0,Clear/Partly Cloudy,0.32,0.3182,0.42,0.1642,9,79,88,Non-Rush Hour
10005,2012-02-26,Spring,2012,2,21,0,0,0,Clear/Partly Cloudy,0.3,0.303,0.45,0.1343,8,75,83,Non-Rush Hour
10006,2012-02-26,Spring,2012,2,22,0,0,0,Clear/Partly Cloudy,0.3,0.2879,0.42,0.2239,3,68,71,Non-Rush Hour
10007,2012-02-26,Spring,2012,2,23,0,0,0,Clear/Partly Cloudy,0.26,0.2576,0.56,0.1642,5,59,64,Non-Rush Hour
10008,2012-02-27,Spring,2012,2,0,0,1,1,Clear/Partly Cloudy,0.26,0.2424,0.6,0.2537,2,27,29,Non-Rush Hour
10009,2012-02-27,Spring,2012,2,1,0,1,1,Clear/Partly Cloudy,0.26,0.2576,0.65,0.2239,0,6,6,Non-Rush Hour
10010,2012-02-27,Spring,2012,2,2,0,1,1,Clear/Partly Cloudy,0.26,0.2273,0.7,0.2985,0,4,4,Non-Rush Hour
10011,2012-02-27,Spring,2012,2,3,0,1,1,Clear/Partly Cloudy,0.24,0.2424,0.75,0.1642,0,2,2,Non-Rush Hour
10012,2012-02-27,Spring,2012,2,4,0,1,1,Clear/Partly Cloudy,0.22,0.2273,0.8,0.1343,0,1,1,Non-Rush Hour
10013,2012-02-27,Spring,2012,2,5,0,1,1,Clear/Partly Cloudy,0.22,0.2273,0.8,0.1343,0,16,16,Non-Rush Hour
10014,2012-02-27,Spring,2012,2,6,0,1,1,Clear/Partly Cloudy,0.24,0.2273,0.7,0.2537,1,89,90,Morning Rush Hour
10015,2012-02-27,Spring,2012,2,7,0,1,1,Clear/Partly Cloudy,0.24,0.2273,0.6,0.2239,2,278,280,Morning Rush Hour
10016,2012-02-27,Spring,2012,2,8,0,1,1,Clear/Partly Cloudy,0.24,0.2424,0.6,0.0,14,514,528,Morning Rush Hour
10017,2012-02-27,Spring,2012,2,9,0,1,1,Clear/Partly Cloudy,0.26,0.2576,0.6,0.194,11,219,230,Morning Rush Hour
10018,2012-02-27,Spring,2012,2,10,0,1,1,Clear/Partly Cloudy,0.32,0.303,0.45,0.2537,16,88,104,Non-Rush Hour
10019,2012-02-27,Spring,2012,2,11,0,1,1,Clear/Partly Cloudy,0.36,0.3333,0.43,0.2537,11,92,103,Non-Rush Hour
10020,2012-02-27,Spring,2012,2,12,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.37,0.2985,13,164,177,Non-Rush Hour
10021,2012-02-27,Spring,2012,2,13,0,1,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.2836,23,159,182,Non-Rush Hour
10022,2012-02-27,Spring,2012,2,14,0,1,1,Clear/Partly Cloudy,0.46,0.4545,0.36,0.2836,24,134,158,Non-Rush Hour
10023,2012-02-27,Spring,2012,2,15,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.25,0.4179,24,150,174,Non-Rush Hour
10024,2012-02-27,Spring,2012,2,16,0,1,1,Clear/Partly Cloudy,0.54,0.5152,0.26,0.4478,20,266,286,Evening Rush Hour
10025,2012-02-27,Spring,2012,2,17,0,1,1,Clear/Partly Cloudy,0.54,0.5152,0.24,0.4478,26,503,529,Evening Rush Hour
10026,2012-02-27,Spring,2012,2,18,0,1,1,Clear/Partly Cloudy,0.52,0.5,0.27,0.4179,10,517,527,Evening Rush Hour
10027,2012-02-27,Spring,2012,2,19,0,1,1,Clear/Partly Cloudy,0.5,0.4848,0.29,0.3881,16,318,334,Evening Rush Hour
10028,2012-02-27,Spring,2012,2,20,0,1,1,Clear/Partly Cloudy,0.48,0.4697,0.33,0.3582,11,208,219,Non-Rush Hour
10029,2012-02-27,Spring,2012,2,21,0,1,1,Clear/Partly Cloudy,0.46,0.4545,0.36,0.2836,14,181,195,Non-Rush Hour
10030,2012-02-27,Spring,2012,2,22,0,1,1,Clear/Partly Cloudy,0.44,0.4394,0.44,0.2537,9,83,92,Non-Rush Hour
10031,2012-02-27,Spring,2012,2,23,0,1,1,Clear/Partly Cloudy,0.42,0.4242,0.5,0.1642,6,50,56,Non-Rush Hour
10032,2012-02-28,Spring,2012,2,0,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.54,0.1343,0,10,10,Non-Rush Hour
10033,2012-02-28,Spring,2012,2,1,0,2,1,Clear/Partly Cloudy,0.38,0.3939,0.62,0.1642,0,6,6,Non-Rush Hour
10034,2012-02-28,Spring,2012,2,2,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.54,0.1045,1,2,3,Non-Rush Hour
10035,2012-02-28,Spring,2012,2,3,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.32,0.3582,0,6,6,Non-Rush Hour
10036,2012-02-28,Spring,2012,2,4,0,2,1,Clear/Partly Cloudy,0.32,0.2879,0.42,0.3582,0,2,2,Non-Rush Hour
10037,2012-02-28,Spring,2012,2,5,0,2,1,Clear/Partly Cloudy,0.32,0.2879,0.42,0.3582,1,20,21,Non-Rush Hour
10038,2012-02-28,Spring,2012,2,6,0,2,1,Clear/Partly Cloudy,0.3,0.2727,0.45,0.3284,1,100,101,Morning Rush Hour
10039,2012-02-28,Spring,2012,2,7,0,2,1,Clear/Partly Cloudy,0.28,0.2576,0.45,0.2985,12,313,325,Morning Rush Hour
10040,2012-02-28,Spring,2012,2,8,0,2,1,Clear/Partly Cloudy,0.26,0.2424,0.48,0.2836,16,543,559,Morning Rush Hour
10041,2012-02-28,Spring,2012,2,9,0,2,1,Clear/Partly Cloudy,0.28,0.2576,0.45,0.3582,7,225,232,Morning Rush Hour
10042,2012-02-28,Spring,2012,2,10,0,2,1,Clear/Partly Cloudy,0.3,0.2727,0.42,0.2985,14,118,132,Non-Rush Hour
10043,2012-02-28,Spring,2012,2,11,0,2,1,Clear/Partly Cloudy,0.34,0.3182,0.36,0.2537,8,155,163,Non-Rush Hour
10044,2012-02-28,Spring,2012,2,12,0,2,1,Clear/Partly Cloudy,0.36,0.3485,0.34,0.1343,19,164,183,Non-Rush Hour
10045,2012-02-28,Spring,2012,2,13,0,2,1,Clear/Partly Cloudy,0.36,0.3636,0.32,0.1045,16,174,190,Non-Rush Hour
10046,2012-02-28,Spring,2012,2,14,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.28,0.1045,13,121,134,Non-Rush Hour
10047,2012-02-28,Spring,2012,2,15,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.26,0.0896,17,149,166,Non-Rush Hour
10048,2012-02-28,Spring,2012,2,16,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.28,0.0896,17,270,287,Evening Rush Hour
10049,2012-02-28,Spring,2012,2,17,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.26,0.0896,33,497,530,Evening Rush Hour
10050,2012-02-28,Spring,2012,2,18,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.28,0.1642,17,432,449,Evening Rush Hour
10051,2012-02-28,Spring,2012,2,19,0,2,1,Clear/Partly Cloudy,0.42,0.4242,0.26,0.0,15,291,306,Evening Rush Hour
10052,2012-02-28,Spring,2012,2,20,0,2,1,Clear/Partly Cloudy,0.4,0.4091,0.3,0.1343,2,202,204,Non-Rush Hour
10053,2012-02-28,Spring,2012,2,21,0,2,1,Clear/Partly Cloudy,0.34,0.3485,0.46,0.1045,10,178,188,Non-Rush Hour
10054,2012-02-28,Spring,2012,2,22,0,2,1,Clear/Partly Cloudy,0.34,0.3485,0.46,0.1045,6,95,101,Non-Rush Hour
10055,2012-02-28,Spring,2012,2,23,0,2,1,Clear/Partly Cloudy,0.32,0.303,0.53,0.2239,4,61,65,Non-Rush Hour
10056,2012-02-29,Spring,2012,2,0,0,3,1,Clear/Partly Cloudy,0.32,0.3333,0.53,0.1045,2,30,32,Non-Rush Hour
10057,2012-02-29,Spring,2012,2,1,0,3,1,Clear/Partly Cloudy,0.32,0.3333,0.49,0.1045,0,6,6,Non-Rush Hour
10058,2012-02-29,Spring,2012,2,2,0,3,1,Clear/Partly Cloudy,0.3,0.2879,0.56,0.2239,0,4,4,Non-Rush Hour
10059,2012-02-29,Spring,2012,2,3,0,3,1,Clear/Partly Cloudy,0.28,0.303,0.7,0.0896,0,2,2,Non-Rush Hour
10060,2012-02-29,Spring,2012,2,5,0,3,1,Clear/Partly Cloudy,0.26,0.2879,0.75,0.0896,0,29,29,Non-Rush Hour
10061,2012-02-29,Spring,2012,2,6,0,3,1,Misty/Cloudy,0.28,0.303,0.75,0.0896,4,100,104,Morning Rush Hour
10062,2012-02-29,Spring,2012,2,7,0,3,1,Misty/Cloudy,0.26,0.2727,0.81,0.1343,11,242,253,Morning Rush Hour
10063,2012-02-29,Spring,2012,2,8,0,3,1,Misty/Cloudy,0.28,0.2879,0.75,0.1045,2,114,116,Morning Rush Hour
10064,2012-02-29,Spring,2012,2,9,0,3,1,Light Snow/Rain,0.3,0.303,0.81,0.1642,5,33,38,Morning Rush Hour
10065,2012-02-29,Spring,2012,2,10,0,3,1,Light Snow/Rain,0.3,0.303,0.81,0.1642,0,10,10,Non-Rush Hour
10066,2012-02-29,Spring,2012,2,11,0,3,1,Light Snow/Rain,0.3,0.2879,0.87,0.194,1,9,10,Non-Rush Hour
10067,2012-02-29,Spring,2012,2,12,0,3,1,Light Snow/Rain,0.32,0.303,0.93,0.3284,1,69,70,Non-Rush Hour
10068,2012-02-29,Spring,2012,2,13,0,3,1,Misty/Cloudy,0.36,0.3333,0.93,0.3582,4,72,76,Non-Rush Hour
10069,2012-02-29,Spring,2012,2,14,0,3,1,Misty/Cloudy,0.36,0.3333,0.93,0.3582,2,54,56,Non-Rush Hour
10070,2012-02-29,Spring,2012,2,15,0,3,1,Misty/Cloudy,0.4,0.4091,0.82,0.2836,3,87,90,Non-Rush Hour
10071,2012-02-29,Spring,2012,2,16,0,3,1,Light Snow/Rain,0.4,0.4091,0.82,0.2239,5,162,167,Evening Rush Hour
10072,2012-02-29,Spring,2012,2,17,0,3,1,Misty/Cloudy,0.4,0.4091,0.87,0.1642,7,246,253,Evening Rush Hour
10073,2012-02-29,Spring,2012,2,18,0,3,1,Light Snow/Rain,0.4,0.4091,0.87,0.0,11,181,192,Evening Rush Hour
10074,2012-02-29,Spring,2012,2,19,0,3,1,Misty/Cloudy,0.4,0.4091,0.87,0.1045,0,102,102,Evening Rush Hour
10075,2012-02-29,Spring,2012,2,20,0,3,1,Light Snow/Rain,0.42,0.4242,0.88,0.1642,2,95,97,Non-Rush Hour
10076,2012-02-29,Spring,2012,2,21,0,3,1,Light Snow/Rain,0.42,0.4242,0.88,0.1642,0,39,39,Non-Rush Hour
10077,2012-02-29,Spring,2012,2,22,0,3,1,Light Snow/Rain,0.42,0.4242,0.94,0.2537,2,53,55,Non-Rush Hour
10078,2012-02-29,Spring,2012,2,23,0,3,1,Light Snow/Rain,0.42,0.4242,0.94,0.2537,3,30,33,Non-Rush Hour
10079,2012-03-01,Spring,2012,3,0,0,4,1,Misty/Cloudy,0.42,0.4242,0.94,0.0,1,10,11,Non-Rush Hour
10080,2012-03-01,Spring,2012,3,1,0,4,1,Light Snow/Rain,0.46,0.4545,0.94,0.1045,0,12,12,Non-Rush Hour
10081,2012-03-01,Spring,2012,3,2,0,4,1,Misty/Cloudy,0.46,0.4545,0.94,0.2836,0,6,6,Non-Rush Hour
10082,2012-03-01,Spring,2012,3,3,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.94,0.2239,0,3,3,Non-Rush Hour
10083,2012-03-01,Spring,2012,3,4,0,4,1,Clear/Partly Cloudy,0.48,0.4697,0.88,0.194,0,5,5,Non-Rush Hour
10084,2012-03-01,Spring,2012,3,5,0,4,1,Clear/Partly Cloudy,0.48,0.4697,0.88,0.1642,0,18,18,Non-Rush Hour
10085,2012-03-01,Spring,2012,3,6,0,4,1,Misty/Cloudy,0.42,0.4242,0.94,0.0,2,107,109,Morning Rush Hour
10086,2012-03-01,Spring,2012,3,7,0,4,1,Misty/Cloudy,0.44,0.4394,0.94,0.1343,8,296,304,Morning Rush Hour
10087,2012-03-01,Spring,2012,3,8,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.94,0.1343,15,579,594,Morning Rush Hour
10088,2012-03-01,Spring,2012,3,9,0,4,1,Clear/Partly Cloudy,0.46,0.4545,0.77,0.2537,5,281,286,Morning Rush Hour
10089,2012-03-01,Spring,2012,3,10,0,4,1,Clear/Partly Cloudy,0.52,0.5,0.55,0.1642,11,122,133,Non-Rush Hour
10090,2012-03-01,Spring,2012,3,11,0,4,1,Clear/Partly Cloudy,0.56,0.5303,0.43,0.194,19,149,168,Non-Rush Hour
10091,2012-03-01,Spring,2012,3,12,0,4,1,Clear/Partly Cloudy,0.56,0.5303,0.37,0.2239,16,204,220,Non-Rush Hour
10092,2012-03-01,Spring,2012,3,13,0,4,1,Clear/Partly Cloudy,0.58,0.5455,0.32,0.2537,24,187,211,Non-Rush Hour
10093,2012-03-01,Spring,2012,3,14,0,4,1,Clear/Partly Cloudy,0.58,0.5455,0.35,0.2239,37,174,211,Non-Rush Hour
10094,2012-03-01,Spring,2012,3,15,0,4,1,Clear/Partly Cloudy,0.6,0.6212,0.31,0.2537,31,192,223,Non-Rush Hour
10095,2012-03-01,Spring,2012,3,16,0,4,1,Clear/Partly Cloudy,0.58,0.5455,0.32,0.2985,38,323,361,Evening Rush Hour
10096,2012-03-01,Spring,2012,3,17,0,4,1,Clear/Partly Cloudy,0.56,0.5303,0.35,0.2985,49,551,600,Evening Rush Hour
10097,2012-03-01,Spring,2012,3,18,0,4,1,Clear/Partly Cloudy,0.54,0.5152,0.34,0.3582,27,498,525,Evening Rush Hour
10098,2012-03-01,Spring,2012,3,19,0,4,1,Clear/Partly Cloudy,0.48,0.4697,0.41,0.3284,11,317,328,Evening Rush Hour
10099,2012-03-01,Spring,2012,3,20,0,4,1,Clear/Partly Cloudy,0.44,0.4394,0.44,0.4179,12,242,254,Non-Rush Hour
10100,2012-03-01,Spring,2012,3,21,0,4,1,Clear/Partly Cloudy,0.42,0.4242,0.47,0.4627,7,190,197,Non-Rush Hour
10101,2012-03-01,Spring,2012,3,22,0,4,1,Clear/Partly Cloudy,0.38,0.3939,0.5,0.2537,3,123,126,Non-Rush Hour
10102,2012-03-01,Spring,2012,3,23,0,4,1,Clear/Partly Cloudy,0.36,0.3485,0.5,0.2239,9,76,85,Non-Rush Hour
10103,2012-03-02,Spring,2012,3,0,0,5,1,Clear/Partly Cloudy,0.34,0.3333,0.53,0.1642,1,45,46,Non-Rush Hour
10104,2012-03-02,Spring,2012,3,1,0,5,1,Clear/Partly Cloudy,0.34,0.3182,0.49,0.2239,2,18,20,Non-Rush Hour
10105,2012-03-02,Spring,2012,3,2,0,5,1,Clear/Partly Cloudy,0.34,0.3182,0.53,0.2836,2,4,6,Non-Rush Hour
10106,2012-03-02,Spring,2012,3,3,0,5,1,Clear/Partly Cloudy,0.32,0.3182,0.57,0.194,0,3,3,Non-Rush Hour
10107,2012-03-02,Spring,2012,3,4,0,5,1,Clear/Partly Cloudy,0.32,0.3485,0.61,0.0,0,2,2,Non-Rush Hour
10108,2012-03-02,Spring,2012,3,5,0,5,1,Clear/Partly Cloudy,0.3,0.3333,0.7,0.0,0,24,24,Non-Rush Hour
10109,2012-03-02,Spring,2012,3,6,0,5,1,Clear/Partly Cloudy,0.3,0.3333,0.7,0.0,4,88,92,Morning Rush Hour
10110,2012-03-02,Spring,2012,3,7,0,5,1,Clear/Partly Cloudy,0.3,0.3333,0.7,0.0,4,258,262,Morning Rush Hour
10111,2012-03-02,Spring,2012,3,8,0,5,1,Clear/Partly Cloudy,0.28,0.303,0.75,0.0896,16,533,549,Morning Rush Hour
10112,2012-03-02,Spring,2012,3,9,0,5,1,Clear/Partly Cloudy,0.3,0.3333,0.81,0.0,15,299,314,Morning Rush Hour
10113,2012-03-02,Spring,2012,3,10,0,5,1,Clear/Partly Cloudy,0.36,0.3485,0.5,0.1642,14,118,132,Non-Rush Hour
10114,2012-03-02,Spring,2012,3,11,0,5,1,Clear/Partly Cloudy,0.38,0.3939,0.46,0.194,40,154,194,Non-Rush Hour
10115,2012-03-02,Spring,2012,3,12,0,5,1,Clear/Partly Cloudy,0.4,0.4091,0.43,0.1642,40,194,234,Non-Rush Hour
10116,2012-03-02,Spring,2012,3,13,0,5,1,Clear/Partly Cloudy,0.42,0.4242,0.44,0.2239,31,191,222,Non-Rush Hour
10117,2012-03-02,Spring,2012,3,14,0,5,1,Misty/Cloudy,0.44,0.4394,0.44,0.2836,29,176,205,Non-Rush Hour
10118,2012-03-02,Spring,2012,3,15,0,5,1,Misty/Cloudy,0.42,0.4242,0.5,0.2985,5,73,78,Non-Rush Hour
10119,2012-03-02,Spring,2012,3,16,0,5,1,Light Snow/Rain,0.4,0.4091,0.58,0.2985,1,49,50,Evening Rush Hour
10120,2012-03-02,Spring,2012,3,17,0,5,1,Light Snow/Rain,0.36,0.3485,0.81,0.2239,5,123,128,Evening Rush Hour
10121,2012-03-02,Spring,2012,3,18,0,5,1,Light Snow/Rain,0.36,0.3485,0.87,0.194,6,154,160,Evening Rush Hour
10122,2012-03-02,Spring,2012,3,19,0,5,1,Light Snow/Rain,0.36,0.3485,0.87,0.194,12,162,174,Evening Rush Hour
10123,2012-03-02,Spring,2012,3,20,0,5,1,Misty/Cloudy,0.36,0.3485,0.87,0.194,7,93,100,Non-Rush Hour
10124,2012-03-02,Spring,2012,3,21,0,5,1,Light Snow/Rain,0.36,0.3636,0.87,0.0896,2,99,101,Non-Rush Hour
10125,2012-03-02,Spring,2012,3,22,0,5,1,Misty/Cloudy,0.36,0.3788,0.87,0.0,6,69,75,Non-Rush Hour
10126,2012-03-02,Spring,2012,3,23,0,5,1,Misty/Cloudy,0.36,0.3788,0.87,0.0,4,19,23,Non-Rush Hour
10127,2012-03-03,Spring,2012,3,0,0,6,0,Light Snow/Rain,0.36,0.3636,0.93,0.0896,1,21,22,Non-Rush Hour
10128,2012-03-03,Spring,2012,3,1,0,6,0,Light Snow/Rain,0.36,0.3788,0.93,0.0,0,44,44,Non-Rush Hour
10129,2012-03-03,Spring,2012,3,2,0,6,0,Light Snow/Rain,0.36,0.3636,0.93,0.0896,4,34,38,Non-Rush Hour
10130,2012-03-03,Spring,2012,3,3,0,6,0,Misty/Cloudy,0.36,0.3485,0.93,0.1642,1,20,21,Non-Rush Hour
10131,2012-03-03,Spring,2012,3,4,0,6,0,Misty/Cloudy,0.36,0.3485,0.93,0.194,0,2,2,Non-Rush Hour
10132,2012-03-03,Spring,2012,3,5,0,6,0,Misty/Cloudy,0.36,0.3636,0.93,0.0896,1,1,2,Non-Rush Hour
10133,2012-03-03,Spring,2012,3,6,0,6,0,Misty/Cloudy,0.36,0.3636,0.93,0.0896,1,6,7,Morning Rush Hour
10134,2012-03-03,Spring,2012,3,7,0,6,0,Misty/Cloudy,0.36,0.3485,0.93,0.1343,2,14,16,Morning Rush Hour
10135,2012-03-03,Spring,2012,3,8,0,6,0,Light Snow/Rain,0.36,0.3788,0.93,0.0,2,46,48,Morning Rush Hour
10136,2012-03-03,Spring,2012,3,9,0,6,0,Light Snow/Rain,0.38,0.3939,0.87,0.0896,7,87,94,Morning Rush Hour
10137,2012-03-03,Spring,2012,3,10,0,6,0,Misty/Cloudy,0.4,0.4091,0.87,0.0,31,137,168,Non-Rush Hour
10138,2012-03-03,Spring,2012,3,11,0,6,0,Misty/Cloudy,0.4,0.4091,0.87,0.0896,33,181,214,Non-Rush Hour
10139,2012-03-03,Spring,2012,3,12,0,6,0,Misty/Cloudy,0.42,0.4242,0.67,0.2537,47,252,299,Non-Rush Hour
10140,2012-03-03,Spring,2012,3,13,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.51,0.2836,87,252,339,Non-Rush Hour
10141,2012-03-03,Spring,2012,3,14,0,6,0,Misty/Cloudy,0.46,0.4545,0.44,0.3582,151,279,430,Non-Rush Hour
10142,2012-03-03,Spring,2012,3,15,0,6,0,Clear/Partly Cloudy,0.48,0.4697,0.29,0.2985,145,254,399,Non-Rush Hour
10143,2012-03-03,Spring,2012,3,16,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.27,0.2985,167,300,467,Evening Rush Hour
10144,2012-03-03,Spring,2012,3,17,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.23,0.3284,106,279,385,Evening Rush Hour
10145,2012-03-03,Spring,2012,3,18,0,6,0,Clear/Partly Cloudy,0.5,0.4848,0.25,0.2537,53,250,303,Evening Rush Hour
10146,2012-03-03,Spring,2012,3,19,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.33,0.1642,34,191,225,Evening Rush Hour
10147,2012-03-03,Spring,2012,3,20,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.3,0.1343,28,121,149,Non-Rush Hour
10148,2012-03-03,Spring,2012,3,21,0,6,0,Clear/Partly Cloudy,0.46,0.4545,0.19,0.3284,24,130,154,Non-Rush Hour
10149,2012-03-03,Spring,2012,3,22,0,6,0,Clear/Partly Cloudy,0.44,0.4394,0.21,0.1343,19,115,134,Non-Rush Hour
10150,2012-03-03,Spring,2012,3,23,0,6,0,Clear/Partly Cloudy,0.42,0.4242,0.24,0.0,12,94,106,Non-Rush Hour
10151,2012-03-04,Spring,2012,3,0,0,0,0,Misty/Cloudy,0.4,0.4091,0.3,0.3582,5,67,72,Non-Rush Hour
10152,2012-03-04,Spring,2012,3,1,0,0,0,Misty/Cloudy,0.38,0.3939,0.34,0.194,16,60,76,Non-Rush Hour
10153,2012-03-04,Spring,2012,3,2,0,0,0,Misty/Cloudy,0.36,0.3485,0.4,0.1642,14,66,80,Non-Rush Hour
10154,2012-03-04,Spring,2012,3,3,0,0,0,Misty/Cloudy,0.36,0.3485,0.43,0.1343,5,21,26,Non-Rush Hour
